Customer_ID,22367,15036,22991,21212,22750,22084,22910,22844,23313,23084,22487,48185,22383,23355,23310,22501,22171,22197,22469,84029G,22193,82494L,22771,22627,21166,22113,22940,22557,23202,22728,22139,21175,22969,84879,22077,23077,23322,23078,22424,22970,85066,23240,23103,23079,22621,20726,22138,22151,23199,22752,22741,82600,23344,22386,84406B,21429,82484,22866,22900,22553,85099F,22457,23126,21181,47566,21931,20685,21733,22993,22776,22086,21621,22619,22722,21745,RFM_score
12748,5.85,39.84,29.25,4.949999999999998,15.0,5.9,11.8,8.5,9.9,95.68,19.9,0.0,19.8,14.85,133.56,9.95,0.0,107.95,6.6,8.0,0.0,29.5,10.0,0.0,12.09,21.25,42.5,24.75,35.35999999999999,18.75,49.5,6.75,17.4,18.59,8.85,75.0,5.9,60.0,38.25,79.05,0.0,74.7,4.949999999999998,0.0,8.05,21.45,54.45,17.64,37.44,68.0,40.8,2.1,41.6,45.11,4.15,40.95,0.0,14.7,50.8,19.8,70.58999999999997,112.10000000000002,49.50000000000001,4.2,98.40000000000002,34.06,15.9,11.8,28.75,39.8,59.00000000000002,42.5,7.5,23.7,7.5,11.021094794275818
12826,0.0,0.0,0.0,13.2,0.0,0.0,35.40000000000001,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,41.6,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,40.3,0.0,0.0,0.0,0.0,70.80000000000003,0.0,0.0,0.0,0.0,6.442972330227984
12828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85,0.0,17.4,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.40000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.722298040204704
12839,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.40000000000003,0.0,0.0,0.0,88.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,83.2,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,90.0,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.4,106.20000000000002,0.0,0.0,0.0,123.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.564539397402305
12841,0.0,152.64,0.0,0.0,0.0,41.3,17.700000000000006,0.0,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.6,0.0,0.0,5.9,3.75,0.0,41.3,17.0,0.0,3.95,0.0,8.317810146685105
12843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,0.0,247.50000000000003,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,6.632400246721665
12853,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.700000000000006,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.40000000000001,0.0,0.0,0.0,0.0,31.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.765078967831262
12856,7.8,0.0,0.0,0.55,0.0,0.0,32.45,0.0,0.0,37.44,0.0,0.0,4.949999999999998,0.0,0.0,0.0,0.0,2.55,4.949999999999998,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,10.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,32.45,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,4.949999999999998,4.95,0.0,14.56,0.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05,0.0,5.9,0.0,0.0,0.0,8.32,0.0,8.850000000000003,0.0,0.0,79.65,0.0,0.0,0.0,0.0,7.29572388613156
12867,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,23.1,0.0,15.12,0.0,0.0,0.0,0.0,0.0,0.0,17.700000000000006,0.0,0.0,0.0,0.0,0.0,0.0,27.04,0.0,14.85,0.0,0.0,118.29999999999998,14.1,0.0,0.0,0.0,0.0,0.0,0.0,78.85000000000002,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,19.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.45,0.0,7.833022175140312
